date,ageGroup,vaxxed
04/03/2021,65+ Years,0.784
04/02/2021,<2 Years,0
04/02/2021,2 - 4 Years,0
04/02/2021,5 - 11 Years,0
04/02/2021,12 - 17 Years,0.023
04/02/2021,18 - 24 Years,0.182
04/02/2021,25 - 49 Years,0.303
04/02/2021,50 - 64 Years,0.491
04/02/2021,65+ Years,0.782
04/01/2021,<2 Years,0
04/01/2021,2 - 4 Years,0
04/01/2021,5 - 11 Years,0
04/01/2021,12 - 17 Years,0.021
04/01/2021,18 - 24 Years,0.175
04/01/2021,25 - 49 Years,0.294
04/01/2021,50 - 64 Years,0.481
04/01/2021,65+ Years,0.778
03/31/2021,<2 Years,0
03/31/2021,2 - 4 Years,0
03/31/2021,5 - 11 Years,0
03/31/2021,12 - 17 Years,0.019
03/31/2021,18 - 24 Years,0.167
03/31/2021,25 - 49 Years,0.284
03/31/2021,50 - 64 Years,0.467
03/31/2021,65+ Years,0.773
03/30/2021,<2 Years,0
03/30/2021,2 - 4 Years,0
03/30/2021,5 - 11 Years,0
03/30/2021,12 - 17 Years,0.017
03/30/2021,18 - 24 Years,0.159
03/30/2021,25 - 49 Years,0.275
03/30/2021,50 - 64 Years,0.454
03/30/2021,65+ Years,0.768
03/29/2021,<2 Years,0
03/29/2021,2 - 4 Years,0
03/29/2021,5 - 11 Years,0
03/29/2021,12 - 17 Years,0.016
03/29/2021,18 - 24 Years,0.153
03/29/2021,25 - 49 Years,0.267
03/29/2021,50 - 64 Years,0.443
03/29/2021,65+ Years,0.763
03/28/2021,<2 Years,0
03/28/2021,2 - 4 Years,0
03/28/2021,5 - 11 Years,0
03/28/2021,12 - 17 Years,0.015
03/28/2021,18 - 24 Years,0.148
03/28/2021,25 - 49 Years,0.261
03/28/2021,50 - 64 Years,0.435
03/28/2021,65+ Years,0.76
03/27/2021,<2 Years,0
03/27/2021,2 - 4 Years,0
03/27/2021,5 - 11 Years,0
03/27/2021,12 - 17 Years,0.015
03/27/2021,18 - 24 Years,0.146
03/27/2021,25 - 49 Years,0.258
03/27/2021,50 - 64 Years,0.431
03/27/2021,65+ Years,0.759
03/26/2021,<2 Years,0
03/26/2021,2 - 4 Years,0
03/26/2021,5 - 11 Years,0
03/26/2021,12 - 17 Years,0.014
03/26/2021,18 - 24 Years,0.142
03/26/2021,25 - 49 Years,0.253
03/26/2021,50 - 64 Years,0.422
03/26/2021,65+ Years,0.756
03/25/2021,<2 Years,0
03/25/2021,2 - 4 Years,0
03/25/2021,5 - 11 Years,0
03/25/2021,12 - 17 Years,0.013
03/25/2021,18 - 24 Years,0.137
03/25/2021,25 - 49 Years,0.246
03/25/2021,50 - 64 Years,0.41
03/25/2021,65+ Years,0.75
03/24/2021,<2 Years,0
03/24/2021,2 - 4 Years,0
03/24/2021,5 - 11 Years,0
03/24/2021,12 - 17 Years,0.012
03/24/2021,18 - 24 Years,0.131
03/24/2021,25 - 49 Years,0.238
03/24/2021,50 - 64 Years,0.396
03/24/2021,65+ Years,0.745
03/23/2021,<2 Years,0
03/23/2021,2 - 4 Years,0
03/23/2021,5 - 11 Years,0
03/23/2021,12 - 17 Years,0.011
03/23/2021,18 - 24 Years,0.126
03/23/2021,25 - 49 Years,0.231
03/23/2021,50 - 64 Years,0.382
03/23/2021,65+ Years,0.739
03/22/2021,<2 Years,0
03/22/2021,2 - 4 Years,0
03/22/2021,5 - 11 Years,0
03/22/2021,12 - 17 Years,0.01
03/22/2021,18 - 24 Years,0.121
03/22/2021,25 - 49 Years,0.224
03/22/2021,50 - 64 Years,0.37
03/22/2021,65+ Years,0.733
03/21/2021,<2 Years,0
03/21/2021,2 - 4 Years,0
03/21/2021,5 - 11 Years,0
03/21/2021,12 - 17 Years,0.01
03/21/2021,18 - 24 Years,0.118
03/21/2021,25 - 49 Years,0.219
03/21/2021,50 - 64 Years,0.36
03/21/2021,65+ Years,0.728
03/20/2021,<2 Years,0
03/20/2021,2 - 4 Years,0
03/20/2021,5 - 11 Years,0
03/20/2021,12 - 17 Years,0.009
03/20/2021,18 - 24 Years,0.116
03/20/2021,25 - 49 Years,0.217
03/20/2021,50 - 64 Years,0.355
03/20/2021,65+ Years,0.726
03/19/2021,<2 Years,0
03/19/2021,2 - 4 Years,0
03/19/2021,5 - 11 Years,0
03/19/2021,12 - 17 Years,0.009
03/19/2021,18 - 24 Years,0.113
03/19/2021,25 - 49 Years,0.212
03/19/2021,50 - 64 Years,0.347
03/19/2021,65+ Years,0.722
03/18/2021,<2 Years,0
03/18/2021,2 - 4 Years,0
03/18/2021,5 - 11 Years,0
03/18/2021,12 - 17 Years,0.008
03/18/2021,18 - 24 Years,0.108
03/18/2021,25 - 49 Years,0.205
03/18/2021,50 - 64 Years,0.333
03/18/2021,65+ Years,0.715
03/17/2021,<2 Years,0
03/17/2021,2 - 4 Years,0
03/17/2021,5 - 11 Years,0
03/17/2021,12 - 17 Years,0.008
03/17/2021,18 - 24 Years,0.103
03/17/2021,25 - 49 Years,0.198
03/17/2021,50 - 64 Years,0.319
03/17/2021,65+ Years,0.706
03/16/2021,<2 Years,0
03/16/2021,2 - 4 Years,0
03/16/2021,5 - 11 Years,0
03/16/2021,12 - 17 Years,0.007
03/16/2021,18 - 24 Years,0.099
03/16/2021,25 - 49 Years,0.191
03/16/2021,50 - 64 Years,0.305
03/16/2021,65+ Years,0.698
03/15/2021,<2 Years,0
03/15/2021,2 - 4 Years,0
03/15/2021,5 - 11 Years,0
03/15/2021,12 - 17 Years,0.007
03/15/2021,18 - 24 Years,0.096
03/15/2021,25 - 49 Years,0.186
03/15/2021,50 - 64 Years,0.293
03/15/2021,65+ Years,0.691
03/14/2021,<2 Years,0
03/14/2021,2 - 4 Years,0
03/14/2021,5 - 11 Years,0
03/14/2021,12 - 17 Years,0.006
03/14/2021,18 - 24 Years,0.093
03/14/2021,25 - 49 Years,0.182
03/14/2021,50 - 64 Years,0.284
03/14/2021,65+ Years,0.684
03/13/2021,<2 Years,0
03/13/2021,2 - 4 Years,0
03/13/2021,5 - 11 Years,0
03/13/2021,12 - 17 Years,0.006
03/13/2021,18 - 24 Years,0.092
03/13/2021,25 - 49 Years,0.179
03/13/2021,50 - 64 Years,0.28
03/13/2021,65+ Years,0.682
03/12/2021,<2 Years,0
03/12/2021,2 - 4 Years,0
03/12/2021,5 - 11 Years,0
03/12/2021,12 - 17 Years,0.006
03/12/2021,18 - 24 Years,0.089
03/12/2021,25 - 49 Years,0.175
03/12/2021,50 - 64 Years,0.272
03/12/2021,65+ Years,0.676
03/11/2021,<2 Years,0
03/11/2021,2 - 4 Years,0
03/11/2021,5 - 11 Years,0
03/11/2021,12 - 17 Years,0.006
03/11/2021,18 - 24 Years,0.085
03/11/2021,25 - 49 Years,0.169
03/11/2021,50 - 64 Years,0.26
03/11/2021,65+ Years,0.666
03/10/2021,<2 Years,0
03/10/2021,2 - 4 Years,0
03/10/2021,5 - 11 Years,0
03/10/2021,12 - 17 Years,0.005
03/10/2021,18 - 24 Years,0.081
03/10/2021,25 - 49 Years,0.163
03/10/2021,50 - 64 Years,0.246
03/10/2021,65+ Years,0.654
03/09/2021,<2 Years,0
03/09/2021,2 - 4 Years,0
03/09/2021,5 - 11 Years,0
03/09/2021,12 - 17 Years,0.005
03/09/2021,18 - 24 Years,0.078
03/09/2021,25 - 49 Years,0.157
03/09/2021,50 - 64 Years,0.235
03/09/2021,65+ Years,0.642
03/08/2021,<2 Years,0
03/08/2021,2 - 4 Years,0
03/08/2021,5 - 11 Years,0
03/08/2021,12 - 17 Years,0.005
03/08/2021,18 - 24 Years,0.075
03/08/2021,25 - 49 Years,0.153
03/08/2021,50 - 64 Years,0.225
03/08/2021,65+ Years,0.631
03/07/2021,<2 Years,0
03/07/2021,2 - 4 Years,0
03/07/2021,5 - 11 Years,0
03/07/2021,12 - 17 Years,0.004
03/07/2021,18 - 24 Years,0.073
03/07/2021,25 - 49 Years,0.149
03/07/2021,50 - 64 Years,0.217
03/07/2021,65+ Years,0.622
03/06/2021,<2 Years,0
03/06/2021,2 - 4 Years,0
03/06/2021,5 - 11 Years,0
03/06/2021,12 - 17 Years,0.004
03/06/2021,18 - 24 Years,0.072
03/06/2021,25 - 49 Years,0.147
03/06/2021,50 - 64 Years,0.214
03/06/2021,65+ Years,0.618
03/05/2021,<2 Years,0
03/05/2021,2 - 4 Years,0
03/05/2021,5 - 11 Years,0
03/05/2021,12 - 17 Years,0.004
03/05/2021,18 - 24 Years,0.07
03/05/2021,25 - 49 Years,0.144
03/05/2021,50 - 64 Years,0.207
03/05/2021,65+ Years,0.61
03/04/2021,<2 Years,0
03/04/2021,2 - 4 Years,0
03/04/2021,5 - 11 Years,0
03/04/2021,12 - 17 Years,0.004
03/04/2021,18 - 24 Years,0.067
03/04/2021,25 - 49 Years,0.139
03/04/2021,50 - 64 Years,0.197
03/04/2021,65+ Years,0.596
03/03/2021,<2 Years,0
03/03/2021,2 - 4 Years,0
03/03/2021,5 - 11 Years,0
03/03/2021,12 - 17 Years,0.004
03/03/2021,18 - 24 Years,0.065
03/03/2021,25 - 49 Years,0.134
03/03/2021,50 - 64 Years,0.189
03/03/2021,65+ Years,0.58
03/02/2021,<2 Years,0
03/02/2021,2 - 4 Years,0
03/02/2021,5 - 11 Years,0
03/02/2021,12 - 17 Years,0.003
03/02/2021,18 - 24 Years,0.063
03/02/2021,25 - 49 Years,0.131
03/02/2021,50 - 64 Years,0.181
03/02/2021,65+ Years,0.565
03/01/2021,<2 Years,0
03/01/2021,2 - 4 Years,0
03/01/2021,5 - 11 Years,0
03/01/2021,12 - 17 Years,0.003
03/01/2021,18 - 24 Years,0.061
03/01/2021,25 - 49 Years,0.128
03/01/2021,50 - 64 Years,0.176
03/01/2021,65+ Years,0.552
02/28/2021,<2 Years,0
02/28/2021,2 - 4 Years,0
02/28/2021,5 - 11 Years,0
02/28/2021,12 - 17 Years,0.003
02/28/2021,18 - 24 Years,0.06
02/28/2021,25 - 49 Years,0.125
02/28/2021,50 - 64 Years,0.171
02/28/2021,65+ Years,0.541
02/27/2021,<2 Years,0
02/27/2021,2 - 4 Years,0
02/27/2021,5 - 11 Years,0
02/27/2021,12 - 17 Years,0.003
02/27/2021,18 - 24 Years,0.06
02/27/2021,25 - 49 Years,0.124
02/27/2021,50 - 64 Years,0.169
02/27/2021,65+ Years,0.537
02/26/2021,<2 Years,0
02/26/2021,2 - 4 Years,0
02/26/2021,5 - 11 Years,0
02/26/2021,12 - 17 Years,0.003
02/26/2021,18 - 24 Years,0.058
02/26/2021,25 - 49 Years,0.122
02/26/2021,50 - 64 Years,0.164
02/26/2021,65+ Years,0.526
02/25/2021,<2 Years,0
02/25/2021,2 - 4 Years,0
02/25/2021,5 - 11 Years,0
02/25/2021,12 - 17 Years,0.003
02/25/2021,18 - 24 Years,0.057
02/25/2021,25 - 49 Years,0.118
02/25/2021,50 - 64 Years,0.158
02/25/2021,65+ Years,0.51
02/24/2021,<2 Years,0
02/24/2021,2 - 4 Years,0
02/24/2021,5 - 11 Years,0
02/24/2021,12 - 17 Years,0.003
02/24/2021,18 - 24 Years,0.055
02/24/2021,25 - 49 Years,0.116
02/24/2021,50 - 64 Years,0.153
02/24/2021,65+ Years,0.495
02/23/2021,<2 Years,0
02/23/2021,2 - 4 Years,0
02/23/2021,5 - 11 Years,0
02/23/2021,12 - 17 Years,0.003
02/23/2021,18 - 24 Years,0.054
02/23/2021,25 - 49 Years,0.113
02/23/2021,50 - 64 Years,0.149
02/23/2021,65+ Years,0.482
02/22/2021,<2 Years,0
02/22/2021,2 - 4 Years,0
02/22/2021,5 - 11 Years,0
02/22/2021,12 - 17 Years,0.003
02/22/2021,18 - 24 Years,0.054
02/22/2021,25 - 49 Years,0.112
02/22/2021,50 - 64 Years,0.146
02/22/2021,65+ Years,0.472
02/21/2021,<2 Years,0
02/21/2021,2 - 4 Years,0
02/21/2021,5 - 11 Years,0
02/21/2021,12 - 17 Years,0.003
02/21/2021,18 - 24 Years,0.053
02/21/2021,25 - 49 Years,0.111
02/21/2021,50 - 64 Years,0.144
02/21/2021,65+ Years,0.466
02/20/2021,<2 Years,0
02/20/2021,2 - 4 Years,0
02/20/2021,5 - 11 Years,0
02/20/2021,12 - 17 Years,0.003
02/20/2021,18 - 24 Years,0.053
02/20/2021,25 - 49 Years,0.11
02/20/2021,50 - 64 Years,0.144
02/20/2021,65+ Years,0.463
02/19/2021,<2 Years,0
02/19/2021,2 - 4 Years,0
02/19/2021,5 - 11 Years,0
02/19/2021,12 - 17 Years,0.002
02/19/2021,18 - 24 Years,0.052
02/19/2021,25 - 49 Years,0.109
02/19/2021,50 - 64 Years,0.142
02/19/2021,65+ Years,0.457
02/18/2021,<2 Years,0
02/18/2021,2 - 4 Years,0
02/18/2021,5 - 11 Years,0
02/18/2021,12 - 17 Years,0.002
02/18/2021,18 - 24 Years,0.051
02/18/2021,25 - 49 Years,0.108
02/18/2021,50 - 64 Years,0.139
02/18/2021,65+ Years,0.448
02/17/2021,<2 Years,0
02/17/2021,2 - 4 Years,0
02/17/2021,5 - 11 Years,0
02/17/2021,12 - 17 Years,0.002
02/17/2021,18 - 24 Years,0.051
02/17/2021,25 - 49 Years,0.107
02/17/2021,50 - 64 Years,0.137
02/17/2021,65+ Years,0.439
02/16/2021,<2 Years,0
02/16/2021,2 - 4 Years,0
02/16/2021,5 - 11 Years,0
02/16/2021,12 - 17 Years,0.002
02/16/2021,18 - 24 Years,0.05
02/16/2021,25 - 49 Years,0.105
02/16/2021,50 - 64 Years,0.135
02/16/2021,65+ Years,0.428
02/15/2021,<2 Years,0
02/15/2021,2 - 4 Years,0
02/15/2021,5 - 11 Years,0
02/15/2021,12 - 17 Years,0.002
02/15/2021,18 - 24 Years,0.049
02/15/2021,25 - 49 Years,0.104
02/15/2021,50 - 64 Years,0.133
02/15/2021,65+ Years,0.418
02/14/2021,<2 Years,0
02/14/2021,2 - 4 Years,0
02/14/2021,5 - 11 Years,0
02/14/2021,12 - 17 Years,0.002
02/14/2021,18 - 24 Years,0.049
02/14/2021,25 - 49 Years,0.103
02/14/2021,50 - 64 Years,0.131
02/14/2021,65+ Years,0.411
02/13/2021,<2 Years,0
02/13/2021,2 - 4 Years,0
02/13/2021,5 - 11 Years,0
02/13/2021,12 - 17 Years,0.002
02/13/2021,18 - 24 Years,0.048
02/13/2021,25 - 49 Years,0.103
02/13/2021,50 - 64 Years,0.13
02/13/2021,65+ Years,0.407
02/12/2021,<2 Years,0
02/12/2021,2 - 4 Years,0
02/12/2021,5 - 11 Years,0
02/12/2021,12 - 17 Years,0.002
02/12/2021,18 - 24 Years,0.048
02/12/2021,25 - 49 Years,0.101
02/12/2021,50 - 64 Years,0.128
02/12/2021,65+ Years,0.397
02/11/2021,<2 Years,0
02/11/2021,2 - 4 Years,0
02/11/2021,5 - 11 Years,0
02/11/2021,12 - 17 Years,0.002
02/11/2021,18 - 24 Years,0.046
02/11/2021,25 - 49 Years,0.099
02/11/2021,50 - 64 Years,0.124
02/11/2021,65+ Years,0.381
02/10/2021,<2 Years,0
02/10/2021,2 - 4 Years,0
02/10/2021,5 - 11 Years,0
02/10/2021,12 - 17 Years,0.002
02/10/2021,18 - 24 Years,0.045
02/10/2021,25 - 49 Years,0.097
02/10/2021,50 - 64 Years,0.121
02/10/2021,65+ Years,0.366
02/09/2021,<2 Years,0
02/09/2021,2 - 4 Years,0
02/09/2021,5 - 11 Years,0
02/09/2021,12 - 17 Years,0.002
02/09/2021,18 - 24 Years,0.044
02/09/2021,25 - 49 Years,0.095
02/09/2021,50 - 64 Years,0.118
02/09/2021,65+ Years,0.351
02/08/2021,<2 Years,0
02/08/2021,2 - 4 Years,0
02/08/2021,5 - 11 Years,0
02/08/2021,12 - 17 Years,0.002
02/08/2021,18 - 24 Years,0.044
02/08/2021,25 - 49 Years,0.094
02/08/2021,50 - 64 Years,0.115
02/08/2021,65+ Years,0.339
02/07/2021,<2 Years,0
02/07/2021,2 - 4 Years,0
02/07/2021,5 - 11 Years,0
02/07/2021,12 - 17 Years,0.002
02/07/2021,18 - 24 Years,0.043
02/07/2021,25 - 49 Years,0.093
02/07/2021,50 - 64 Years,0.113
02/07/2021,65+ Years,0.329
02/06/2021,<2 Years,0
02/06/2021,2 - 4 Years,0
02/06/2021,5 - 11 Years,0
02/06/2021,12 - 17 Years,0.002
02/06/2021,18 - 24 Years,0.043
02/06/2021,25 - 49 Years,0.092
02/06/2021,50 - 64 Years,0.113
02/06/2021,65+ Years,0.325
02/05/2021,<2 Years,0
02/05/2021,2 - 4 Years,0
02/05/2021,5 - 11 Years,0
02/05/2021,12 - 17 Years,0.002
02/05/2021,18 - 24 Years,0.042
02/05/2021,25 - 49 Years,0.091
02/05/2021,50 - 64 Years,0.111
02/05/2021,65+ Years,0.315
02/04/2021,<2 Years,0
02/04/2021,2 - 4 Years,0
02/04/2021,5 - 11 Years,0
02/04/2021,12 - 17 Years,0.002
02/04/2021,18 - 24 Years,0.041
02/04/2021,25 - 49 Years,0.089
02/04/2021,50 - 64 Years,0.107
02/04/2021,65+ Years,0.3
02/03/2021,<2 Years,0
02/03/2021,2 - 4 Years,0
02/03/2021,5 - 11 Years,0
02/03/2021,12 - 17 Years,0.002
02/03/2021,18 - 24 Years,0.04
02/03/2021,25 - 49 Years,0.086
02/03/2021,50 - 64 Years,0.104
02/03/2021,65+ Years,0.283
02/02/2021,<2 Years,0
02/02/2021,2 - 4 Years,0
02/02/2021,5 - 11 Years,0
02/02/2021,12 - 17 Years,0.001
02/02/2021,18 - 24 Years,0.039
02/02/2021,25 - 49 Years,0.085
02/02/2021,50 - 64 Years,0.101
02/02/2021,65+ Years,0.268
02/01/2021,<2 Years,0
02/01/2021,2 - 4 Years,0
02/01/2021,5 - 11 Years,0
02/01/2021,12 - 17 Years,0.001
02/01/2021,18 - 24 Years,0.038
02/01/2021,25 - 49 Years,0.083
02/01/2021,50 - 64 Years,0.099
02/01/2021,65+ Years,0.256
01/31/2021,<2 Years,0
01/31/2021,2 - 4 Years,0
01/31/2021,5 - 11 Years,0
01/31/2021,12 - 17 Years,0.001
01/31/2021,18 - 24 Years,0.037
01/31/2021,25 - 49 Years,0.082
01/31/2021,50 - 64 Years,0.097
01/31/2021,65+ Years,0.247
01/30/2021,<2 Years,0
01/30/2021,2 - 4 Years,0
01/30/2021,5 - 11 Years,0
01/30/2021,12 - 17 Years,0.001
01/30/2021,18 - 24 Years,0.037
01/30/2021,25 - 49 Years,0.081
01/30/2021,50 - 64 Years,0.096
01/30/2021,65+ Years,0.243
01/29/2021,<2 Years,0
01/29/2021,2 - 4 Years,0
01/29/2021,5 - 11 Years,0
01/29/2021,12 - 17 Years,0.001
01/29/2021,18 - 24 Years,0.036
01/29/2021,25 - 49 Years,0.08
01/29/2021,50 - 64 Years,0.094
01/29/2021,65+ Years,0.234
01/28/2021,<2 Years,0
01/28/2021,2 - 4 Years,0
01/28/2021,5 - 11 Years,0
01/28/2021,12 - 17 Years,0.001
01/28/2021,18 - 24 Years,0.035
01/28/2021,25 - 49 Years,0.078
01/28/2021,50 - 64 Years,0.091
01/28/2021,65+ Years,0.218
01/27/2021,<2 Years,0
01/27/2021,2 - 4 Years,0
01/27/2021,5 - 11 Years,0
01/27/2021,12 - 17 Years,0.001
01/27/2021,18 - 24 Years,0.034
01/27/2021,25 - 49 Years,0.076
01/27/2021,50 - 64 Years,0.088
01/27/2021,65+ Years,0.202
01/26/2021,<2 Years,0
01/26/2021,2 - 4 Years,0
01/26/2021,5 - 11 Years,0
01/26/2021,12 - 17 Years,0.001
01/26/2021,18 - 24 Years,0.033
01/26/2021,25 - 49 Years,0.074
01/26/2021,50 - 64 Years,0.085
01/26/2021,65+ Years,0.188
01/25/2021,<2 Years,0
01/25/2021,2 - 4 Years,0
01/25/2021,5 - 11 Years,0
01/25/2021,12 - 17 Years,0.001
01/25/2021,18 - 24 Years,0.032
01/25/2021,25 - 49 Years,0.072
01/25/2021,50 - 64 Years,0.082
01/25/2021,65+ Years,0.175
01/24/2021,<2 Years,0
01/24/2021,2 - 4 Years,0
01/24/2021,5 - 11 Years,0
01/24/2021,12 - 17 Years,0.001
01/24/2021,18 - 24 Years,0.031
01/24/2021,25 - 49 Years,0.07
01/24/2021,50 - 64 Years,0.08
01/24/2021,65+ Years,0.165
01/23/2021,<2 Years,0
01/23/2021,2 - 4 Years,0
01/23/2021,5 - 11 Years,0
01/23/2021,12 - 17 Years,0.001
01/23/2021,18 - 24 Years,0.031
01/23/2021,25 - 49 Years,0.07
01/23/2021,50 - 64 Years,0.079
01/23/2021,65+ Years,0.162
01/22/2021,<2 Years,0
01/22/2021,2 - 4 Years,0
01/22/2021,5 - 11 Years,0
01/22/2021,12 - 17 Years,0.001
01/22/2021,18 - 24 Years,0.03
01/22/2021,25 - 49 Years,0.069
01/22/2021,50 - 64 Years,0.078
01/22/2021,65+ Years,0.153
01/21/2021,<2 Years,0
01/21/2021,2 - 4 Years,0
01/21/2021,5 - 11 Years,0
01/21/2021,12 - 17 Years,0.001
01/21/2021,18 - 24 Years,0.029
01/21/2021,25 - 49 Years,0.066
01/21/2021,50 - 64 Years,0.074
01/21/2021,65+ Years,0.138
01/20/2021,<2 Years,0
01/20/2021,2 - 4 Years,0
01/20/2021,5 - 11 Years,0
01/20/2021,12 - 17 Years,0.001
01/20/2021,18 - 24 Years,0.027
01/20/2021,25 - 49 Years,0.064
01/20/2021,50 - 64 Years,0.071
01/20/2021,65+ Years,0.123
01/19/2021,<2 Years,0
01/19/2021,2 - 4 Years,0
01/19/2021,5 - 11 Years,0
01/19/2021,12 - 17 Years,0.001
01/19/2021,18 - 24 Years,0.026
01/19/2021,25 - 49 Years,0.061
01/19/2021,50 - 64 Years,0.068
01/19/2021,65+ Years,0.111
01/18/2021,<2 Years,0
01/18/2021,2 - 4 Years,0
01/18/2021,5 - 11 Years,0
01/18/2021,12 - 17 Years,0.001
01/18/2021,18 - 24 Years,0.025
01/18/2021,25 - 49 Years,0.059
01/18/2021,50 - 64 Years,0.065
01/18/2021,65+ Years,0.101
01/17/2021,<2 Years,0
01/17/2021,2 - 4 Years,0
01/17/2021,5 - 11 Years,0
01/17/2021,12 - 17 Years,0.001
01/17/2021,18 - 24 Years,0.024
01/17/2021,25 - 49 Years,0.058
01/17/2021,50 - 64 Years,0.063
01/17/2021,65+ Years,0.094
01/16/2021,<2 Years,0
01/16/2021,2 - 4 Years,0
01/16/2021,5 - 11 Years,0
01/16/2021,12 - 17 Years,0.001
01/16/2021,18 - 24 Years,0.024
01/16/2021,25 - 49 Years,0.058
01/16/2021,50 - 64 Years,0.063
01/16/2021,65+ Years,0.091
01/15/2021,<2 Years,0
01/15/2021,2 - 4 Years,0
01/15/2021,5 - 11 Years,0
01/15/2021,12 - 17 Years,0.001
01/15/2021,18 - 24 Years,0.023
01/15/2021,25 - 49 Years,0.056
01/15/2021,50 - 64 Years,0.061
01/15/2021,65+ Years,0.086
01/14/2021,<2 Years,0
01/14/2021,2 - 4 Years,0
01/14/2021,5 - 11 Years,0
01/14/2021,12 - 17 Years,0.001
01/14/2021,18 - 24 Years,0.022
01/14/2021,25 - 49 Years,0.053
01/14/2021,50 - 64 Years,0.058
01/14/2021,65+ Years,0.076
01/13/2021,<2 Years,0
01/13/2021,2 - 4 Years,0
01/13/2021,5 - 11 Years,0
01/13/2021,12 - 17 Years,0.001
01/13/2021,18 - 24 Years,0.02
01/13/2021,25 - 49 Years,0.05
01/13/2021,50 - 64 Years,0.054
01/13/2021,65+ Years,0.066
01/12/2021,<2 Years,0
01/12/2021,2 - 4 Years,0
01/12/2021,5 - 11 Years,0
01/12/2021,12 - 17 Years,0
01/12/2021,18 - 24 Years,0.019
01/12/2021,25 - 49 Years,0.048
01/12/2021,50 - 64 Years,0.051
01/12/2021,65+ Years,0.057
01/11/2021,<2 Years,0
01/11/2021,2 - 4 Years,0
01/11/2021,5 - 11 Years,0
01/11/2021,12 - 17 Years,0
01/11/2021,18 - 24 Years,0.017
01/11/2021,25 - 49 Years,0.045
01/11/2021,50 - 64 Years,0.048
01/11/2021,65+ Years,0.05
01/10/2021,<2 Years,0
01/10/2021,2 - 4 Years,0
01/10/2021,5 - 11 Years,0
01/10/2021,12 - 17 Years,0
01/10/2021,18 - 24 Years,0.016
01/10/2021,25 - 49 Years,0.043
01/10/2021,50 - 64 Years,0.045
01/10/2021,65+ Years,0.044
01/09/2021,<2 Years,0
01/09/2021,2 - 4 Years,0
01/09/2021,5 - 11 Years,0
01/09/2021,12 - 17 Years,0
01/09/2021,18 - 24 Years,0.016
01/09/2021,25 - 49 Years,0.042
01/09/2021,50 - 64 Years,0.045
01/09/2021,65+ Years,0.043
01/08/2021,<2 Years,0
01/08/2021,2 - 4 Years,0
01/08/2021,5 - 11 Years,0
01/08/2021,12 - 17 Years,0
01/08/2021,18 - 24 Years,0.015
01/08/2021,25 - 49 Years,0.041
01/08/2021,50 - 64 Years,0.043
01/08/2021,65+ Years,0.04
01/07/2021,<2 Years,0
01/07/2021,2 - 4 Years,0
01/07/2021,5 - 11 Years,0
01/07/2021,12 - 17 Years,0
01/07/2021,18 - 24 Years,0.014
01/07/2021,25 - 49 Years,0.038
01/07/2021,50 - 64 Years,0.04
01/07/2021,65+ Years,0.035
01/06/2021,<2 Years,0
01/06/2021,2 - 4 Years,0
01/06/2021,5 - 11 Years,0
01/06/2021,12 - 17 Years,0
01/06/2021,18 - 24 Years,0.013
01/06/2021,25 - 49 Years,0.036
01/06/2021,50 - 64 Years,0.037
01/06/2021,65+ Years,0.029
01/05/2021,<2 Years,0
01/05/2021,2 - 4 Years,0
01/05/2021,5 - 11 Years,0
01/05/2021,12 - 17 Years,0
01/05/2021,18 - 24 Years,0.011
01/05/2021,25 - 49 Years,0.033
01/05/2021,50 - 64 Years,0.033
01/05/2021,65+ Years,0.025
01/04/2021,<2 Years,0
01/04/2021,2 - 4 Years,0
01/04/2021,5 - 11 Years,0
01/04/2021,12 - 17 Years,0
01/04/2021,18 - 24 Years,0.01
01/04/2021,25 - 49 Years,0.03
01/04/2021,50 - 64 Years,0.03
01/04/2021,65+ Years,0.021
01/03/2021,<2 Years,0
01/03/2021,2 - 4 Years,0
01/03/2021,5 - 11 Years,0
01/03/2021,12 - 17 Years,0
01/03/2021,18 - 24 Years,0.009
01/03/2021,25 - 49 Years,0.028
01/03/2021,50 - 64 Years,0.028
01/03/2021,65+ Years,0.017
01/02/2021,<2 Years,0
01/02/2021,2 - 4 Years,0
01/02/2021,5 - 11 Years,0
01/02/2021,12 - 17 Years,0
01/02/2021,18 - 24 Years,0.009
01/02/2021,25 - 49 Years,0.027
01/02/2021,50 - 64 Years,0.027
01/02/2021,65+ Years,0.017
01/01/2021,<2 Years,0
01/01/2021,2 - 4 Years,0
01/01/2021,5 - 11 Years,0
01/01/2021,12 - 17 Years,0
01/01/2021,18 - 24 Years,0.008
01/01/2021,25 - 49 Years,0.026
01/01/2021,50 - 64 Years,0.026
01/01/2021,65+ Years,0.015
12/31/2020,<2 Years,0
12/31/2020,2 - 4 Years,0
12/31/2020,5 - 11 Years,0
12/31/2020,12 - 17 Years,0
12/31/2020,18 - 24 Years,0.008
12/31/2020,25 - 49 Years,0.026
12/31/2020,50 - 64 Years,0.026
12/31/2020,65+ Years,0.014
12/30/2020,<2 Years,0
12/30/2020,2 - 4 Years,0
12/30/2020,5 - 11 Years,0
12/30/2020,12 - 17 Years,0
12/30/2020,18 - 24 Years,0.008
12/30/2020,25 - 49 Years,0.024
12/30/2020,50 - 64 Years,0.024
12/30/2020,65+ Years,0.013
12/29/2020,<2 Years,0
12/29/2020,2 - 4 Years,0
12/29/2020,5 - 11 Years,0
12/29/2020,12 - 17 Years,0
